FireId|Organization|Unit|UnitIdentifier|FireName|FireNumber|FireCode|FireType|ProtectionType|StartTime|InitAttTime|ControlTime|ControlAcres|GeneralCause|Datum|Latitude|Longitude|Slope|Elevation|Aspect|MsgcModel|Owner|CompletionCode
626002|BIA|PAR|CANCA|Dance|73||1|5|09/10/2001 13:01|09/10/2001 13:33|09/11/2001 21:30|30.0|4|NAD83|41.2922|-123.5553|1|0|0|A|07|Complete
626301|BIA|PAR|CANCA|Swillup II|167||1|5|09/15/2001 13:00|09/15/2001 13:55|10/30/2001 20:00|8055.0|1|NAD83|41.6008|-123.5064|1|1|4|G|07|Complete
625476|BIA|PAR|CANCA|Budweiser|4500||1|3|09/28/2001 13:00|09/28/2001 13:00|09/28/2001 18:00|0.2|1|NAD83|41.27244|-123.82236|3|1|2|G|02|Complete
626112|BIA|PAR|CANCA|Pearch|107||1|2|09/29/2001 13:00|09/29/2001 13:00|09/29/2001 18:00|0.1|5|NAD83|41.30983|-123.52283|2|1|8|G|02|Complete
625479|BIA|PAR|CANCA|McBeth 2|4681||1|3|10/08/2001 13:00|10/08/2001 13:00|10/08/2001 18:00|3.0|6|NAD83|41.50286|-124.00358|3|0|4|G|02|Complete
625480|BIA|PAR|CANCA|Cappell #3|4716||1|3|10/10/2001 13:00|10/10/2001 13:00|10/10/2001 18:00|29.0|5|NAD83|41.27244|-123.82236|3|1|2|G|02|Complete
625481|BIA|PAR|CANCA|Cappell #4|4717||1|3|10/10/2001 13:13|10/10/2001 13:13|10/10/2001 18:00|3.0|5|NAD83|41.27244|-123.82236|4|1|2|G|02|Complete
625478|BIA|PAR|CANCA|Lower|4642||1|3|10/16/2001 13:00|10/16/2001 13:00|10/16/2001 18:00|2.0|5|NAD83|41.27244|-123.82236|3|1|2|G|02|Complete
626099|BIA|PAR|CANCA|Ferris|112||1|2|10/27/2001 13:00|10/27/2001 13:00|10/27/2001 18:00|0.1|5|NAD83|41.30011|-123.53450|2|0|8|G|02|Complete
458007|BIA|PAR|CANCA|BURRILL|302||3|7|11/19/2001|||||||||||||Complete
458012|BIA|PAR|CANCA|TRUCK|8||3|7|01/20/2002|||||||||||||Complete
458013|BIA|PAR|CANCA|HOUSE|9||3|7|01/22/2002|||||||||||||Complete
625466|BIA|PAR|CANCA|Debacker|763||1|3|02/28/2002 13:56|02/28/2002 14:50|02/28/2002 16:30|0.1|6|NAD83|41.5169|-123.9861|1|0|7|G|09|Complete
626313|BIA|PAR|CANCA|Ullathorne|111||1|5|03/04/2002 13:14|03/04/2002 14:09|03/04/2002 19:05|0.1|4|NAD83|41.2847|-123.5683|1|0|0|A|07|Complete
458014|BIA|PAR|CANCA|KELLY|10||3|7|04/04/2002|||||||||||||Complete
625468|BIA|PAR|CANCA|Blake|1541||1|3|04/23/2002 13:44|04/23/2002 14:20|04/23/2002 17:10|0.1|5|NAD83|41.5169|-123.9861|1|0|7|G|09|Complete
458008|BIA|PAR|CANCA|PACK TEST|1||3|7|05/02/2002|||||||||||||Complete
458009|BIA|PAR|CANCA|ANNUAL REF|2||3|7|05/03/2002|||||||||||||Complete
458015|BIA|PAR|CANCA|MOORE|11||3|7|05/29/2002|||||||||||||Complete
617219|BIA|PAR|CANCA|Forks of the Salmon|208||3|7|06/11/2002 06:00|06/11/2002 06:00|06/16/2002 22:00||1||||||||05|Complete
458010|BIA|PAR|CANCA|BASIC 32|3||3|7|06/11/2002 08:00|06/11/2002 08:00|06/15/2002 18:00||||||||||02|Complete
458016|BIA|PAR|CANCA|ANNIE|12||3|7|06/12/2002|||||||||||||Complete
458017|BIA|PAR|CANCA|PACK|13||3|7|06/19/2002|||||||||||||Complete
625470|BIA|PAR|CANCA|Weitchpec|2571||1|3|06/19/2002 13:08|06/19/2002 13:56|06/19/2002 18:16|0.1|5|NAD83|41.1994|-123.7258|1|1|7|G|09|Complete
625472|BIA|PAR|CANCA|McBeth|2716||1|3|06/26/2002 13:28|06/26/2002 14:01|06/26/2002 19:01|0.1|9|NAD83|41.5022|-123.9864|1|0|0|G|09|Complete
458018|BIA|PAR|CANCA|WEST|14||3|7|06/28/2002|||||||||||||Complete
626224|BIA|PAR|CANCA|Davis|39||1|2|07/01/2002 13:00|07/01/2002 13:00|07/01/2002 18:00|0.1|9|NAD83|41.79761|-123.37200|1|1|0|G|02|Complete
617191|BIA|PAR|CANCA|MP 16|7201||3|7|07/04/2002 06:00|07/04/2002 06:00|07/16/2002 20:30||||||||||02|Complete
625475|BIA|PAR|CANCA|HWY 169 #1|2910||1|3|07/04/2002 13:00|07/04/2002 13:33|07/04/2002 19:15|1.0|5|NAD83|41.2864|-123.8603|1|0|0|G|09|Complete
625496|BIA|PAR|CANCA|HWY 169 #2|2911||1|3|07/04/2002 13:10|07/04/2002 13:45|07/04/2002 20:00|1.0|5|NAD83|41.2864|-123.8603|1|0|7|G|09|Complete
625498|BIA|PAR|CANCA|HWY 169 #3|2912||1|3|07/04/2002 13:20|07/04/2002 14:00|07/04/2002 20:30|1.0|5|NAD83|41.3114|-123.8572|1|0|1|G|09|Complete
625500|BIA|PAR|CANCA|Hwy 169 #4|2913||1|3|07/04/2002 13:25|07/04/2002 14:10|07/04/2002 21:00|1.0|5|NAD83|41.3114|-123.8572|1|0|1|G|09|Complete
458011|BIA|PAR|CANCA|BEAVER CK4|7||3|7|07/04/2002 21:15|07/04/2002 21:15|07/04/2002 23:59|2.0|||||1|3|0|G|09|Complete
617207|BIA|PAR|CANCA|Shoemaker 4|125||3|7|07/07/2002 21:45|07/07/2002 21:45|07/08/2002 01:00||||||||||02|Complete
617205|BIA|PAR|CANCA|Supply 8|133||3|7|07/08/2002 19:15|07/08/2002 19:15|07/09/2002 01:30||||||||||02|Complete
617204|BIA|PAR|CANCA|Lower Campbell|145||3|7|07/11/2002 22:30|07/11/2002 22:30|07/11/2002 23:59||||||||||02|Complete
458019|BIA|PAR|CANCA|COTEP|15||3|7|07/13/2002|||||||||||||Complete
458020|BIA|PAR|CANCA|META|16||3|7|07/13/2002|||||||||||||Complete
458021|BIA|PAR|CANCA|RYERSON|17||3|7|07/13/2002|||||||||||||Complete
625504|BIA|PAR|CANCA|Cappell #1|3140||1|3|07/13/2002 13:05|07/13/2002 14:00|07/13/2002 21:15|1.0|5|NAD83|41.2833|-123.8228|1|0|5|G|09|Complete
625505|BIA|PAR|CANCA|Cappell #2|3141||1|3|07/13/2002 13:08|07/13/2002 14:05|07/13/2002 21:30|1.0|5|NAD83|41.2831|-123.8236|1|0|5|G|09|Complete
625507|BIA|PAR|CANCA|Cappell #3|3142||1|3|07/13/2002 13:10|07/13/2002 14:15|07/13/2002 22:00|1.0|5|NAD83|41.2825|-123.8242|1|0|4|G|09|Complete
625503|BIA|PAR|CANCA|MP 14|3138||1|3|07/13/2002 13:13|07/13/2002 13:52|07/13/2002 21:45|1.0|5|NAD83|41.2864|-123.8589|1|0|7|G|09|Complete
625501|BIA|PAR|CANCA|State|3134||1|3|07/13/2002 13:41|07/13/2002 14:59|07/14/2002 19:30|0.1|1|NAD83|41.3114|-123.8764|1|1|4|G|09|Complete
617202|BIA|PAR|CANCA|CDF Assist|147||3|7|07/13/2002 18:30|07/13/2002 18:30|07/13/2002 23:45||||||||||07|Complete
617201|BIA|PAR|CANCA|MP 20.5|150||3|7|07/13/2002 23:45|07/13/2002 23:45|07/14/2002 02:00||1||||||||02|Complete
617200|BIA|PAR|CANCA|FS Assist|151||3|7|07/14/2002 15:30|07/14/2002 15:30|07/14/2002 22:00||||||||||05|Complete
617199|BIA|PAR|CANCA|Volunteer Assist|153||3|7|07/15/2002 20:00|07/15/2002 20:00|07/15/2002 22:00||||||||||02|Complete
617198|BIA|PAR|CANCA|River Road #11|154||3|7|07/15/2002 22:45|07/15/2002 22:45|07/15/2002 23:45||||||||||02|Complete
626212|BIA|PAR|CANCA|Brusher|130||1|2|07/16/2002 13:00|07/16/2002 13:00|07/16/2002 18:00|0.1|2|NAD83|41.30789|-123.52756|1|1|0|G|02|Complete
458022|BIA|PAR|CANCA|FRENCH|18||3|7|07/18/2002|||||||||||||Complete
458023|BIA|PAR|CANCA|SCHLAPPIE|19||3|7|07/18/2002|||||||||||||Complete
625509|BIA|PAR|CANCA|Weitchpec|3237||1|3|07/18/2002 13:01|07/18/2002 14:05|07/18/2002 21:15|1.0|9|NAD83|41.1986|-123.7678|1|1|3|G|09|Complete
625510|BIA|PAR|CANCA|Flat|3257||1|3|07/18/2002 13:25|07/18/2002 14:11|07/18/2002 19:00|0.1|5|NAD83|41.3117|-123.8572|1|0|1|G|09|Complete
617209|BIA|PAR|CANCA|STANZA|5||3|7|07/28/2002 04:00|07/28/2002 04:00|08/12/2002 18:00||||||||||05|Complete
625512|BIA|PAR|CANCA|Myer|3693||1|3|08/06/2002 13:19|08/06/2002 14:11|08/06/2002 19:30|1.0|8|NAD83|41.5169|-123.9867|1|0|7|G|09|Complete
458026|BIA|PAR|CANCA|CREEK|22||1|2|08/08/2002 18:01|08/08/2002 18:08|08/08/2002 21:30|3.0|5|NAD83|41.8123|-123.3728|4|1|5||02|Complete
458024|BIA|PAR|CANCA|MELISSA|20||3|7|08/15/2002|||||||||||||Complete
617153|BIA|PAR|CANCA|Supply|28||3|7|08/15/2002 09:00|08/15/2002 09:00|08/18/2002 12:00||||||||||02|Complete
617134|BIA|PAR|CANCA|Creek|26||3|7|08/20/2002 07:00|08/20/2002 07:00|08/23/2002 19:00||||||||||05|Complete
617152|BIA|PAR|CANCA|Stanza|27||3|7|08/21/2002 07:00|08/21/2002 07:00|08/22/2002 19:00||||||||||05|Complete
625515|BIA|PAR|CANCA|Ruby|4069||1|3|08/24/2002 13:39|08/24/2002 14:12|08/24/2002 18:30|0.1|9|NAD83|41.1817|-123.7072|1|0|3|G|09|Complete
458025|BIA|PAR|CANCA|TOLLEY|21||3|7|08/30/2002|||||||||||||Complete
625516|BIA|PAR|CANCA|Roach|4384||1|3|09/07/2002 13:48|09/07/2002 15:03|09/07/2002 22:00|9.0|9|NAD83|41.2856|-123.8422|1|1|7|G|09|Complete
626220|BIA|PAR|CANCA|Go|47||1|2|09/10/2002 13:00|09/10/2002 13:00|09/10/2002 18:00|25.0|9|NAD83|41.30853|-123.54967|3|0|6|G|02|Complete
625523|BIA|PAR|CANCA|Kyle|4570||1|3|09/17/2002 13:56|09/17/2002 14:45|09/17/2002 16:00|0.1|5|NAD83|41.2831|-123.8225|1|0|7|G|09|Complete
625525|BIA|PAR|CANCA|Schwenk|4897||1|3|10/03/2002 13:09|10/03/2002 13:59|10/03/2002 16:00|0.1|4|NAD83|41.5472|-124.0606|1|0|0|K|09|Complete
617187|BIA|PAR|CANCA|Stanza BAER|30||3|7|10/10/2002 08:00|10/10/2002 08:00|11/01/2002 15:30||||||||||05|Complete
625464|BIA|PAR|CANCA|Prince Island|5432||1|3|11/01/2002 13:11|11/01/2002 13:47|11/01/2002 16:00|0.1|2|NAD83|41.9517|-124.2017|1|0|0|A|09|Complete
625526|BIA|PAR|CANCA|Mawah|5483||1|3|11/03/2002 13:17|11/03/2002 14:33|11/03/2002 16:30|0.3|4|NAD83|41.2728|-123.7831|1|1|5|K|09|Complete
625527|BIA|PAR|CANCA|Ridge|5598||1|3|11/09/2002 13:04|11/09/2002 15:00|11/10/2002 17:00|0.1|1|NAD83|41.5169|-123.9861|1|0|9|G|09|Complete
625529|BIA|PAR|CANCA|Love|5931||1|3|11/30/2002 13:37|11/30/2002 15:11|12/01/2002 17:00|4.0|5|NAD83|41.1975|-123.7258|1|1|7|G|09|Complete
625948|BIA|PAR|CANCA|M P 32|644|F09R|1|3|02/10/2003 13:00|02/10/2003 13:00|02/10/2003 18:00|0.1|5|NAD83|41.19950|-123.72592|3|1|7|G|02|Complete
626129|BIA|PAR|CANCA|Camp|33||1|2|03/05/2003 13:00|03/05/2003 13:00|03/05/2003 18:00|0.5|5|NAD83|41.29872|-123.56033|2|1|6|G|02|Complete
458033|BIA|PAR|CANCA|BASIC 32|300||3|7|03/24/2003|||||||||||||Complete
458036|BIA|PAR|CANCA|BIA FALC|304||3|7|04/19/2003|||||||||||||Complete
458034|BIA|PAR|CANCA|SA40 & 41|301||3|7|04/21/2003|||||||||||||Complete
626154|BIA|PAR|CANCA|Corner|24||1|2|05/24/2003 13:00|05/24/2003 13:00|05/24/2003 18:00|0.1|5|NAD83|41.37817|-123.48950|2|1|8|G|02|Complete
626319|BIA|PAR|CANCA|Corner|104||1|5|05/24/2003 13:32|05/24/2003 13:59|05/24/2003 18:45|0.2|4|NAD83|41.3769|-123.4892|1|1|1|A|07|Complete
625951|BIA|PAR|CANCA|MINERS|2229|F09S|1|3|06/02/2003 13:00|06/02/2003 13:00|06/02/2003 18:00|1.0|5|NAD83|41.25725|-123.76425|3|1|7|G|02|Complete
458035|BIA|PAR|CANCA|SA120&WCT|303||3|7|06/23/2003|||||||||||||Complete
625954|BIA|PAR|CANCA|Martin|2905|F09T|1|3|07/04/2003 13:00|07/04/2003 13:00|07/04/2003 18:00|0.1|6|NAD83|41.19797|-123.76681|3|1|6|G|02|Complete
626133|BIA|PAR|CANCA|Orleans|29||1|2|07/10/2003 13:00|07/10/2003 13:00|07/10/2003 18:00|0.1|5|NAD83|41.30317|-123.53422|1|0|0|R|02|Complete
626132|BIA|PAR|CANCA|Bridge|32||1|2|07/13/2003 13:00|07/13/2003 13:00|07/13/2003 18:00|0.1|5|NAD83|41.30067|-123.53450|2|1|8|G|02|Complete
626315|BIA|PAR|CANCA|Murderer's|75||1|5|08/11/2003 13:07|08/11/2003 13:45|08/11/2003 17:59|0.2|4|NAD83|41.2750|-123.2739|1|2|0|A|07|Complete
625956|BIA|PAR|CANCA|Johnson|4193|F09U|1|3|08/23/2003 13:00|08/23/2003 13:00|08/23/2003 18:00|3.0|5|NAD83|41.34069|-123.85719|2|0|7|G|02|Complete
626050|BIA|PAR|CANCA|Johnson 2|4194|F09V|1|3|08/24/2003 13:00|08/24/2003 13:00|08/24/2003 18:00|3.0|5|NAD83|41.35533|-123.87714|2|0|8|G|02|Complete
458027|BIA|PAR|CANCA|MDF|1||3|7|09/01/2003 06:00|09/01/2003 06:00|09/08/2003 21:00||||||||||05|Complete
625958|BIA|PAR|CANCA|Martins|4410|F09W|1|3|09/02/2003 13:00|09/02/2003 13:00|09/02/2003 18:00|2.0|6|NAD83|41.24269|-123.76319|3|1|7|G|02|Complete
458028|BIA|PAR|CANCA|MDF #705|2||3|7|09/04/2003 22:00|09/04/2003 22:30|09/05/2003 19:00|5.0|1||||1|5|0|H|05|Complete
458029|BIA|PAR|CANCA|MDF #729|3||3|7|09/06/2003 06:00|09/06/2003 10:30|09/06/2003 17:00|554.0|1||||1|5|0|C|05|Complete
458030|BIA|PAR|CANCA|ABC MISC|4||3|7|09/07/2003 05:30|09/07/2003 05:30|09/15/2003 14:00||||||||||05|Complete
458031|BIA|PAR|CANCA|MDF #763|5||3|7|09/11/2003 06:00|09/11/2003 06:30|09/14/2003 17:00|313.0|1||||1|5|0|C|05|Complete
592793|BIA|PAR|CANCA|WOODHILL|421||1|3|09/12/2003 11:00|09/12/2003 11:08|09/12/2003 13:15|5.0|6|NAD83|40.84529|-121.90366|1|3|6|H|02|Complete
626161|BIA|PAR|CANCA|Happy|102||1|2|09/13/2003 13:00|09/13/2003 13:00|09/13/2003 18:00|0.5|9|NAD83|41.79483|-123.37700|1|1|0|G|02|Complete
625960|BIA|PAR|CANCA|Miners 2|4841|F09X|1|3|09/14/2003 13:00|09/14/2003 13:00|09/14/2003 18:00|0.5|9|NAD83|41.25725|-123.76425|3|1|7|G|02|Complete
617689|BIA|PAR|CANCA|Miners|1145||1|3|09/14/2003 13:13|09/14/2003 13:13|09/14/2003 18:00|0.5|9|NAD83|41.25710|-123.76542|3|1|7|G|02|Complete
625964|BIA|PAR|CANCA|Cappel|5064|F09Y|1|3|09/24/2003 13:00|09/24/2003 13:00|09/24/2003 18:00|0.1|4|NAD83|41.29914|-123.85739|2|1|7|G|02|Complete
625965|BIA|PAR|CANCA|Klamath #1|5344|F09Z|1|3|10/05/2003 13:00|10/05/2003 13:00|10/05/2003 18:00|1.0|5|NAD83|41.27186|-123.7836|2|1|6|G|02|Complete
625969|BIA|PAR|CANCA|Klamath #2|5345|F09Z|1|3|10/05/2003 13:05|10/05/2003 13:05|10/05/2003 18:00|3.0|6|NAD83|41.27186|-123.783619|2|1|6|G|02|Complete
626045|BIA|PAR|CANCA|Klamath #3|5346|F1AA|1|3|10/05/2003 13:10|10/05/2003 13:10|10/05/2003 18:00|2.0|6|NAD83|41.19950|-123.72592|3|1|8|G|02|Complete
626046|BIA|PAR|CANCA|Klamath #4|5352|F1AA|1|3|10/05/2003 13:15|10/05/2003 13:15|10/05/2003 18:00|0.1|6|NAD83|41.19950|-123.72592|3|1|6|G|02|Complete
626047|BIA|PAR|CANCA|Klamath #5|5370|F1AB|1|3|10/07/2003 13:00|10/07/2003 13:00|10/07/2003 18:00|0.1|6|NAD83|41.27186|-123.7836|2|1|6|G|02|Complete
626165|BIA|PAR|CANCA|China|126|AV96|1|2|10/09/2003 13:00|10/09/2003 13:00|10/09/2003 18:00|1.0|9|NAD83|41.79844|-123.36533|1|1|0|G|02|Complete
626322|BIA|PAR|CANCA|Pile|70||1|5|10/12/2003 13:41|10/12/2003 14:33|10/12/2003 19:34|0.1|9|NAD83|41.2828|-123.5642|1|1|8|G|07|Complete
626048|BIA|PAR|CANCA|Tulley|5629|AXF8|1|3|10/23/2003 13:00|10/23/2003 13:00|10/23/2003 18:00|0.1|5|NAD83|41.22717|-123.78211|2|1|4|G|02|Complete
458032|BIA|PAR|CANCA|XOWANNATUK|6|AXT0|3|7|10/26/2003 08:00|10/27/2003 08:00|11/02/2003 19:00|315.0|||||1|0|6|G|03|Complete
625946|BIA|PAR|CANCA|Singley|5802||1|3|10/29/2003 13:00|10/29/2003 13:00|10/29/2003 18:00|0.5|6|NAD83|40.62814|-124.20711|1|0|0|L|02|Complete
626153|BIA|PAR|CANCA|Sterritt|79|AAD3|1|2|11/02/2003 13:00|11/02/2003 13:00|11/02/2003 18:00|0.1|5|NAD83|41.30789|-123.53117|1|0|0|G|02|Complete
625531|BIA|PAR|CANCA|Rose|514|F08L|1|3|02/07/2004 13:04|02/07/2004 13:59|02/07/2004 17:15|0.1|9|NAD83|41.6911|-122.6219|1|4|7|B|02|Complete
625620|BIA|PAR|CANCA|Weitchpec 1|577|F1AD|1|3|02/11/2004 13:05|02/11/2004 13:57|02/11/2004 19:30|1.2|5|NAD83|41.1975|-123.7258|1|1|7|G|09|Complete
625626|BIA|PAR|CANCA|Weitchpec 2|578|F1AD|1|3|02/11/2004 13:10|02/11/2004 14:09|02/11/2004 20:10|5.0|5|NAD83|41.1975|-123.7267|1|1|7|G|09|Complete
625945|BIA|PAR|CANCA|Weitchpec 3|579|F1AD|1|3|02/11/2004 13:15|02/11/2004 14:22|02/11/2004 21:30|5.0|5|NAD83|41.1972|-123.7281|1|0|7|G|09|Complete
458049|BIA|PAR|CANCA|FROG|100|J520|1|3|02/11/2004 14:00|02/11/2004 14:30|02/11/2004 20:00|0.2|9|NAD83|41.1987|-123.7415|2|1|5||02|Complete
458050|BIA|PAR|CANCA|GIST|101|J521|1|3|02/11/2004 14:15|02/11/2004 14:45|02/11/2004 22:00|0.2|9|NAD83|41.1904|-123.7137|2|1|5||02|Complete
458052|BIA|PAR|CANCA|FROGII|103|J523|1|3|02/11/2004 14:15|02/11/2004 14:45|02/11/2004 22:30|0.5|9|NAD83|41.1987|-123.7415|3|1|5||02|Complete
458054|BIA|PAR|CANCA|MULCH|105|J525|1|3|03/13/2004 11:55|03/13/2004 12:00|03/13/2004 12:45|4.0|9|NAD83|41.205359|-123.752854|2|1|5|H|02|Complete
458055|BIA|PAR|CANCA|JONES II|106|J526|1|3|03/13/2004 11:55|03/13/2004 11:55|03/13/2004 14:55|4.0|9|NAD83|41.190371|-123.713922|2|0|6|H|02|Complete
458053|BIA|PAR|CANCA|JONES|104|J524|1|3|03/21/2004 18:55|03/21/2004 19:00|03/21/2004 20:00|1.0|9|NAD83|41.190371|-123.713886|2|1|5|G|02|Complete
458056|BIA|PAR|CANCA|JONES III|107|J527|1|3|04/04/2004 18:00|04/04/2004 18:10|04/04/2004 19:30|0.2|9|NAD83|41.190371|-123.713886|2|0|5|H|02|Complete
626094|BIA|PAR|CANCA|Park|22|AAD3|1|2|04/05/2004 13:00|04/05/2004 13:00|04/05/2004 18:00|0.1|9|NAD83|41.79928|-123.37422|1|1|0|G|02|Complete
458037|BIA|PAR|CANCA|ORCUTT|1|J520|1|3|04/12/2004 07:15|04/12/2004 07:20|04/12/2004 09:14|0.2|9|NAD83|41.278836|-123.068534|1|1|5|H|02|Complete
458057|BIA|PAR|CANCA|ORCUTT II|1536|J528|1|3|04/12/2004 18:45|04/12/2004 19:15|04/12/2004 21:30|0.3|9|NAD83|41.2790|-123.7173|2|1|5|H|02|Complete
617319|BIA|PAR|CANCA|East Burn RX|49|4G01|3|7|05/13/2004 07:00|05/13/2004 07:00|05/15/2004 17:00|60.0|||||||||05|Complete
617314|BIA|PAR|CANCA|SUMMRTWNRX|2|4G01|3|7|05/18/2004 07:00|05/18/2004 07:00|05/28/2004 17:30||||||||||03|Complete
626074|BIA|PAR|CANCA|Crawford|17|A3LT|1|2|05/19/2004 13:00|05/19/2004 13:00|05/19/2004 18:00|1.0|5|NAD83|41.29900|-123.55922|3|1|4|G|02|Complete
617316|BIA|PAR|CANCA|Butte Lake RX Prep|70|4G01|3|7|05/25/2004 07:00|05/25/2004 07:00|05/28/2004 17:30||||||||||03|Complete
625947|BIA|PAR|CANCA|Blue|2253|F1AE|1|3|05/25/2004 13:02|05/25/2004 14:07|05/25/2004 22:15|33.0|4|NAD83|41.4300|-123.9531|1|0|4|G|09|Complete
625950|BIA|PAR|CANCA|Weitchpec|2257|F1AF|1|3|05/25/2004 13:23|05/25/2004 14:51|05/25/2004 19:00|0.1|9|NAD83|41.1994|-123.7258|1|1|7|G|02|Complete
458058|BIA|PAR|CANCA|SMIDGE|109|J529|1|3|05/25/2004 14:55|05/25/2004 15:15|05/25/2004 16:00|0.5|9|NAD83|41.190349|-123.713886|2|1|5|G|02|Complete
617318|BIA|PAR|CANCA|Manzanita Lake RX|63|4G01|3|7|05/28/2004 07:00|05/28/2004 07:00|05/29/2004 16:30|||||||||||Complete
458039|BIA|PAR|CANCA|SUMRTWNRX|3|4G01|3|7|06/01/2004 07:00|06/01/2004 07:00|06/04/2004 17:30|1140.0|||||1|6|0|H|03|Complete
458059|BIA|PAR|CANCA|GARY|110|J52A|1|3|06/15/2004 09:15|06/15/2004 09:30|06/15/2004 13:30|0.1|9|NAD83|41.197540|-123.726225|2|1|5|A|02|Complete
626304|BIA|PAR|CANCA|TI|15|AAD3|1|2|06/16/2004 13:00|06/16/2004 13:00|06/16/2004 18:00|0.8|9|NAD83|41.52231|-123.52097|3|1|8|G|02|Complete
626078|BIA|PAR|CANCA|Ishi|210|AAD3|1|2|06/24/2004 13:00|06/24/2004 13:00|06/24/2004 18:00|0.3|5|NAD83|41.30344|-123.53811|2|0|4|G|02|Complete
458042|BIA|PAR|CANCA|KNFLIGHTNG|6|AAC3|3|7|06/28/2004 15:00|06/28/2004 15:00|07/03/2004 12:00||||||||||05|Complete
626328|BIA|PAR|CANCA|Pickyune|1011|A6HY|1|5|06/29/2004 13:57|06/29/2004 14:39|06/29/2004 20:35|0.5|3|NAD83|41.2528|-123.3142|1|1|0|A|07|Complete
617445|BIA|PAR|CANCA|Support #2|24|A3WY|3|7|06/30/2004 12:30|06/30/2004 12:30|07/05/2004 18:00||||||||||02|Complete
625953|BIA|PAR|CANCA|Pecwan|3036|A6P9|1|3|06/30/2004 13:06|06/30/2004 14:18|06/30/2004 20:35|0.5|9|NAD83|41.3261|-123.8572|1|0|0|A|09|Complete
625532|BIA|PAR|CANCA|1 - 22|4839|F08M|1|3|06/30/2004 13:08|06/30/2004 15:00|06/30/2004 21:30|0.3|1|NAD83|41.1161|-121.4756|1|3|0|B|02|Complete
625539|BIA|PAR|CANCA|1 - 23|2841|F08N|1|3|06/30/2004 13:13|06/30/2004 15:15|06/30/2004 21:00|0.1|1|NAD83|41.1164|-121.4756|1|3|0|B|02|Complete
458060|BIA|PAR|CANCA|PECWAN|111|J52B|1|3|06/30/2004 18:45|06/30/2004 19:15|06/30/2004 20:30|0.2|9|NAD83|41.342148|-123.857081|2|1|5|A|02|Complete
617290|BIA|PAR|CANCA|Rancheria|91|AAC3|3|7|07/01/2004 06:30|07/01/2004 06:30|07/01/2004 19:00|0.3|1||||1|2|9|G|05|Complete
617449|BIA|PAR|CANCA|Bridge|68|A6U8|3|7|07/02/2004 15:45|07/02/2004 15:45|07/02/2004 17:00|0.3|||||1|3|0|L|02|Complete
617448|BIA|PAR|CANCA|Beaver #1|9|A6XS|3|7|07/03/2004 14:30|07/03/2004 14:30|07/03/2004 21:00|3.0|||||||||02|Complete
458061|BIA|PAR|CANCA|FERRY|112|J52C|1|3|07/04/2004 21:15|07/04/2004 21:30|07/04/2004 21:45|0.1|9|NAD83|41.208270|-123.755596|2|1|5|G|02|Complete
458062|BIA|PAR|CANCA|FERRYII|113|J52D|1|3|07/04/2004 22:00|07/04/2004 22:00|07/04/2004 22:30|0.1|9|NAD83|41.208270|-123.755596|2|1|5|G|02|Complete
458063|BIA|PAR|CANCA|FERRYIII|114|J52E|1|3|07/04/2004 23:00|07/04/2004 23:00|07/04/2004 23:30|0.1|9|NAD83|41.208270|-123.755596|2|1|5|G|02|Complete
614050|BIA|PAR|CANCA|Martin|1012|J52J|1|3|07/04/2004 23:01|07/04/2004 23:02|07/04/2004 23:45|0.3|5|NAD83|41.208270|-123.755596|1|1|0|A|02|Complete
626067|BIA|PAR|CANCA|M P 36|227|AAD3|1|3|07/06/2004 13:00|07/06/2004 13:00|07/06/2004 18:00|0.3|9|NAD83|41.29706|-123.55700|2|0|3|G|02|Complete
625955|BIA|PAR|CANCA|Resighini|3257|F1AG|1|3|07/07/2004 13:38|07/07/2004 14:14|07/07/2004 20:50|1.0|5|NAD83|41.5175|-124.0228|1|0|0|A|09|Complete
458043|BIA|PAR|CANCA|STRAYLOR|7|A8XM|3|7|07/24/2004 10:30|07/25/2004 12:00|07/29/2004 22:00|3522.0|1||||1|2|0|U|05|Complete
625957|BIA|PAR|CANCA|Weitchpec|3698|A84U|1|3|07/24/2004 13:09|07/24/2004 15:00|07/24/2004 21:45|3.0|5|NAD83|41.1825|-123.7667|1|1|3|G|09|Complete
617450|BIA|PAR|CANCA|Straylor|21|A8XM|3|7|07/24/2004 17:00|07/25/2004 05:00|07/26/2004 17:00||||||||||05|Complete
458051|BIA|PAR|CANCA|WEITCHPEC|102|J52Y|1|3|07/24/2004 19:30|07/24/2004 19:45|07/25/2004 02:00|8.0|9|NAD83|41.1901|-123.7137|3|2|4||02|Complete
617453|BIA|PAR|CANCA|SRF Severity|13|A6FN|3|7|07/29/2004 15:00|07/29/2004 15:00|07/31/2004 19:30||||||||||05|Complete
617343|BIA|PAR|CANCA|SRF Support|8|AAB6|3|7|07/30/2004 05:30|07/30/2004 05:30|08/02/2004 20:00||||||||||05|Complete
617452|BIA|PAR|CANCA|SIMS|14|A9JM|3|7|08/01/2004 02:00|08/01/2004 02:00|08/04/2004 20:30||||||||||05|Complete
458046|BIA|PAR|CANCA|PERKINS|10|A9Y3|3|7|08/03/2004 05:00|08/03/2004 08:00|08/07/2004 17:30|8.0|1||||||||05|Complete
626080|BIA|PAR|CANCA|Big Rock|52|AAD3|1|2|08/06/2004 13:00|08/06/2004 13:00|08/06/2004 18:00|0.1|5|NAD83|41.30206|-123.53311|1|0|0|G|02|Complete
